"obs","LONGITUDE","LATITUDE","bio1","bio4","bio8","bio9","bio11","bio12","bio16","bio19"
1,4.26512,51.7463,98,5273,110,54,32,768,226,184
1,3.651,50.9072,101,5329,73,62,33,747,214,180
1,14.2482,53.4485,87,7021,175,4,-5,544,180,110
1,4.71998,51.25942,99,5478,69,58,29,792,216,193
1,4.4616,51.00822,102,5535,71,63,30,778,213,189
1,10.42,51.26,77,6294,157,4,-5,695,220,151
1,5.7127,50.91068,98,5521,168,57,27,792,225,186
1,-2.445,42.636,116,5528,83,188,47,680,194,178
1,9.92,49.66,90,6627,173,16,3,675,216,150
1,4.24737,51.20595,102,5425,73,61,32,771,217,187
1,4.83739,48.78095,100,5883,173,61,22,689,201,175
1,12.25,47.86,82,7022,169,3,-12,977,379,165
1,1.70913,48.69816,103,5427,69,66,32,640,174,161
1,1.00316,52.24454,96,4871,71,59,35,587,167,141
1,12.17809,55.68108,83,6200,158,28,7,606,190,114
1,4.81746,50.97144,100,5580,68,61,28,793,211,192
1,9.92,53.16,83,6264,163,36,2,722,225,163
1,4.27834,51.75279,98,5273,110,54,32,768,226,184
1,8.25,50.06,90,6325,170,49,8,628,191,143
1,10.75,52.56,86,6298,167,13,6,616,199,132
1,2.82001,51.09701,102,4976,115,63,38,669,210,151
1,-1.48163,52.73117,93,4836,42,57,33,695,192,179
1,1.6099,52.4974,98,4625,78,59,41,601,178,145
1,-1.77266,53.72097,91,4580,44,137,35,889,265,244
1,4.88282,50.03894,90,5673,25,52,17,965,272,255
1,2.17082,48.4869,108,5630,163,71,34,646,171,158
1,6.42397,52.03911,95,5527,164,54,23,767,222,184
1,7.92,51.66,92,5763,166,51,19,828,234,207
1,9.92,52.46,88,6092,166,42,10,663,212,145
1,12.25,49.26,79,7060,167,33,-15,671,239,137
1,4.84948,51.3129,98,5480,67,57,28,794,214,194
1,10.25,50.96,77,6312,158,5,-4,656,206,142
1,2.36335,48.9623,111,5704,115,74,38,645,173,155
1,18.0492,59.2912,69,7226,155,9,-18,523,180,114
1,4.98794,50.9437,99,5572,154,59,27,801,213,195
1,9.64411,47.39231,85,6639,168,12,-3,1141,408,216
0,9.41666666666666,55.4166666666667,75,5752,84,25,4,787,254,156
0,47.0833333333333,30.75,242,8459,146,342,128,94,61,57
0,14.5833333333333,57.25,59,6715,137,5,-25,664,214,148
0,2.75,47.9166666666667,110,5750,167,73,35,659,176,165
0,47.25,20.5833333333333,270,6449,234,337,183,43,35,12
0,41.0833333333333,43.5833333333333,17,6399,76,-62,-66,947,370,147
0,49.0833333333333,25.4166666666667,256,7045,174,340,161,83,49,37
0,46.9166666666667,26.0833333333333,244,7626,195,334,141,147,75,54
0,5.08333333333331,24.0833333333333,228,6624,300,187,137,28,10,5
0,16.0833333333333,49.4166666666667,70,6960,157,-9,-22,646,257,102
0,-3.75,56.75,61,4846,12,80,1,1092,349,325
0,38.5833333333333,23.25,281,4333,235,321,221,53,31,15
0,30.0833333333333,38.4166666666667,112,7052,23,201,23,521,191,191
0,23.5833333333333,67.75,-16,10158,102,-91,-144,480,177,87
0,38.5833333333333,53.25,50,10507,180,-78,-86,579,212,106
0,23.5833333333333,43.25,105,7850,185,163,1,679,232,140
0,49.75,46.9166666666667,95,11620,222,-46,-56,180,52,36
0,19.4166666666667,63.5833333333333,26,8992,130,-42,-88,587,194,129
0,23.9166666666667,27.5833333333333,223,6559,146,146,133,0,0,0
0,23.5833333333333,59.0833333333333,56,7914,65,-41,-42,590,204,115
0,36.9166666666667,41.4166666666667,142,5481,126,189,75,898,320,234
0,48.0833333333333,57.75,29,11149,169,-42,-117,618,222,108
0,1.41666666666666,49.4166666666667,103,5147,72,66,37,684,201,178
0,33.4166666666667,50.0833333333333,78,9469,195,12,-45,591,197,140
0,12.5833333333333,60.4166666666667,33,7769,121,-57,-66,712,249,127
0,33.9166666666667,46.25,103,8675,194,38,-6,404,128,98
0,-6.08333333333334,22.75,280,7119,364,278,184,14,11,1
0,13.25,32.9166666666667,198,5117,146,257,130,273,157,147
0,19.75,64.9166666666667,5,9625,115,-65,-118,564,198,115
0,20.4166666666667,23.25,230,6161,161,161,144,0,0,0
0,36.9166666666667,55.0833333333333,49,9851,172,-69,-79,650,240,119
0,46.5833333333333,41.5833333333333,137,8207,179,31,31,723,259,115
0,-10.9166666666667,24.25,255,5792,311,239,181,30,18,6
0,4.58333333333331,47.75,98,5982,30,59,19,798,222,220
0,26.5833333333333,39.9166666666667,137,6516,73,222,57,700,324,318
0,44.75,27.5833333333333,241,8163,185,336,130,213,98,83
0,25.75,65.5833333333333,10,9431,118,-63,-109,495,182,91
0,45.0833333333333,36.5833333333333,74,9458,-1,191,-51,598,299,229
0,29.25,68.25,-6,8443,106,-74,-112,491,191,89
0,18.9166666666667,65.4166666666667,-7,9731,120,-75,-132,564,216,107
0,16.25,50.75,60,7089,146,-24,-37,702,281,109
0,40.9166666666667,37.75,167,9269,98,285,49,544,237,229
0,26.9166666666667,27.75,211,6270,138,172,125,2,2,1
0,44.4166666666667,46.0833333333333,97,10705,213,-32,-41,332,120,64
0,29.0833333333333,26.25,221,6317,146,146,132,0,0,0
0,47.5833333333333,51.9166666666667,61,12184,-67,65,-96,533,167,145
0,14.25,61.9166666666667,21,8031,126,-72,-82,655,245,118
0,18.25,26.25,217,6199,181,146,131,2,1,0
0,7.91666666666666,43.75,159,5107,136,224,97,813,314,225
0,39.4166666666667,25.9166666666667,238,6506,161,314,150,77,37,21
0,17.9166666666667,59.0833333333333,68,7158,153,8,-18,514,175,112
0,32.75,52.9166666666667,58,9390,174,-58,-64,598,222,111
0,33.4166666666667,67.75,-37,8904,71,-108,-148,648,229,116
0,6.25,21.4166666666667,261,5771,316,193,178,20,16,0
0,34.5833333333333,56.4166666666667,39,9596,161,-77,-84,637,242,107
0,14.75,49.0833333333333,80,7042,169,1,-12,701,271,120
0,30.9166666666667,67.4166666666667,-12,8955,108,-82,-124,547,199,103
0,27.9166666666667,25.9166666666667,223,6488,147,147,132,0,0,0
0,35.0833333333333,49.75,74,9755,181,7,-52,558,176,127
0,42.9166666666667,64.4166666666667,3,9604,129,-111,-121,556,194,96
0,14.4166666666667,24.0833333333333,239,6816,248,163,143,2,1,0
0,9.08333333333331,33.5833333333333,208,7740,124,304,106,101,39,33
0,39.25,46.25,107,9412,208,41,-15,595,183,153
0,8.08333333333331,26.4166666666667,255,7449,170,334,152,16,6,4
0,6.58333333333331,59.4166666666667,28,5561,4,49,-38,2038,712,595
0,31.4166666666667,27.0833333333333,222,5908,156,224,139,4,3,3
0,22.75,53.0833333333333,69,8182,169,-31,-41,565,211,97
0,-8.41666666666669,40.0833333333333,154,4430,98,209,98,980,396,396
0,26.25,55.5833333333333,56,8356,160,-46,-54,662,231,121
0,44.25,24.5833333333333,239,7305,242,325,139,150,88,45
0,44.9166666666667,25.0833333333333,242,7482,245,330,140,162,91,54
0,9.58333333333331,31.0833333333333,208,7089,126,295,113,40,18,17
0,28.0833333333333,62.0833333333333,34,9103,137,-36,-82,640,220,131
0,-7.58333333333334,22.0833333333333,279,6615,332,276,190,21,16,2
0,-1.58333333333334,34.75,162,5917,102,240,92,429,159,158
0,24.25,23.9166666666667,228,6414,154,154,139,0,0,0
0,3.75,22.0833333333333,263,6166,326,192,177,24,22,0
0,33.4166666666667,30.4166666666667,184,5109,121,243,115,70,37,36
0,14.0833333333333,31.75,208,6095,142,284,128,93,40,36
0,-11.0833333333333,20.75,274,5548,338,269,199,52,35,5
0,24.9166666666667,57.75,54,8251,148,-15,-51,659,220,126
0,16.5833333333333,59.9166666666667,54,7614,142,-7,-41,598,214,119
0,35.25,38.25,114,7335,104,204,17,419,156,137
0,23.4166666666667,22.4166666666667,234,6002,301,165,150,1,1,0
0,9.58333333333331,33.25,203,7208,123,292,108,121,51,43
0,22.5833333333333,30.4166666666667,210,5551,135,275,135,23,15,15
0,23.9166666666667,68.0833333333333,-23,10192,95,-98,-152,488,179,89
0,33.0833333333333,52.4166666666667,61,9475,178,-56,-62,595,218,116
0,26.0833333333333,67.4166666666667,-12,10076,104,-88,-140,509,186,94
0,33.5833333333333,36.75,101,7345,6,192,6,581,263,263
0,11.4166666666667,60.75,34,8041,124,-25,-70,653,239,109
0,8.75,36.5833333333333,175,6387,98,258,98,659,274,274
0,-5.25,35.4166666666667,161,4896,104,223,101,779,394,383
0,24.0833333333333,69.25,-34,9922,98,-106,-159,527,182,106
0,24.4166666666667,60.75,41,8301,136,-27,-63,629,221,124
0,29.4166666666667,63.0833333333333,19,9554,127,-54,-103,622,220,117
0,28.25,27.75,208,6091,136,212,123,1,1,1
0,-16.25,21.4166666666667,223,2422,253,212,191,23,11,6
0,10.9166666666667,57.25,77,6192,129,20,-1,604,201,106
0,34.9166666666667,52.5833333333333,54,9838,177,-67,-72,606,221,112
0,1.25,48.4166666666667,102,5422,41,65,32,651,182,171
0,10.4166666666667,28.25,216,7672,131,308,111,22,8,6
0,8.08333333333331,23.75,230,6507,154,153,138,22,6,4
0,-6.25,30.9166666666667,149,7327,103,248,59,180,82,50
0,49.75,57.9166666666667,24,11244,166,-46,-123,633,222,111
0,47.5833333333333,44.75,110,10047,217,-11,-18,245,75,46
0,14.0833333333333,68.25,41,4770,50,52,-14,1276,440,304
0,40.9166666666667,48.0833333333333,88,10401,200,-39,-46,476,146,118
0,-8.41666666666669,24.0833333333333,266,6811,324,256,177,18,12,3
0,-14.75,23.4166666666667,215,3047,249,217,174,41,18,14
0,15.0833333333333,57.5833333333333,59,6780,138,3,-25,618,202,136
0,14.9166666666667,31.9166666666667,206,5277,152,269,136,185,106,100
0,27.4166666666667,44.25,115,7926,195,20,10,492,170,98
0,0.75,44.4166666666667,124,5592,61,193,52,792,222,214
0,24.0833333333333,52.5833333333333,70,8160,171,-29,-38,586,214,107
0,34.4166666666667,67.9166666666667,-13,8484,100,-113,-119,523,194,85
0,15.25,30.75,202,5262,130,263,130,134,73,73
0,22.25,49.0833333333333,63,7792,157,-32,-44,784,290,150
0,48.9166666666667,25.9166666666667,258,7168,174,343,161,83,49,38
0,-0.583333333333343,20.5833333333333,289,6015,349,258,206,43,36,1
0,22.4166666666667,46.4166666666667,88,7459,164,0,-12,695,264,134
0,1.58333333333331,34.9166666666667,136,6935,64,229,53,349,113,106
0,1.75,26.25,271,7946,177,223,166,6,4,3
0,0.583333333333314,32.4166666666667,188,7993,190,297,89,111,39,30
0,37.4166666666667,53.75,49,10154,174,-75,-83,624,229,115
0,-1.58333333333334,27.25,256,8598,262,300,143,11,7,2
0,45.75,48.75,83,11793,212,-1,-68,336,101,82
0,36.0833333333333,45.4166666666667,110,8337,218,8,7,428,125,110
0,44.0833333333333,42.5833333333333,12,6829,77,-77,-77,995,384,123
0,-1.91666666666669,37.25,175,5174,149,242,112,270,102,84
0,48.0833333333333,55.25,37,11583,181,-101,-114,540,198,92
0,29.75,65.4166666666667,-1,9674,128,-75,-123,585,210,106
0,20.5833333333333,51.9166666666667,74,7932,171,-21,-34,543,213,86
0,2.25,23.25,273,6788,347,233,180,19,15,2
0,40.4166666666667,57.25,41,10396,172,-82,-95,616,218,112
0,26.25,26.0833333333333,216,6580,140,177,126,1,1,1
0,47.5833333333333,54.9166666666667,39,11597,183,-100,-112,537,195,91
0,-2.41666666666669,32.5833333333333,170,7492,121,267,78,237,85,79
0,38.5833333333333,62.9166666666667,10,10016,77,-108,-119,633,220,113
0,49.5833333333333,53.4166666666667,43,12164,193,-40,-115,516,169,108
0,1.75,21.0833333333333,279,6024,339,245,194,41,38,1
0,6.58333333333331,44.4166666666667,38,5723,9,112,-32,1221,346,313
0,26.75,60.75,44,8704,101,-24,-67,616,216,119
0,24.5833333333333,22.0833333333333,237,5982,303,168,153,1,1,0
0,39.4166666666667,37.25,169,9079,55,284,55,504,241,241
0,22.0833333333333,24.5833333333333,229,6357,156,156,141,0,0,0
0,39.25,25.9166666666667,239,6378,163,313,152,74,35,20
0,31.5833333333333,38.4166666666667,114,6974,23,199,23,506,169,169
0,1.25,44.4166666666667,122,5622,58,192,49,815,222,216
0,25.4166666666667,49.9166666666667,69,8197,157,-30,-39,626,247,103
0,18.5833333333333,28.0833333333333,201,5683,122,266,122,14,7,7
0,-13.4166666666667,21.5833333333333,264,4727,322,279,200,48,27,12
0,-5.75,20.9166666666667,287,6566,357,290,197,24,19,2
0,36.4166666666667,27.0833333333333,232,5004,176,291,164,27,17,12
0,45.4166666666667,58.0833333333333,29,10795,165,-97,-113,617,221,105
0,39.4166666666667,46.5833333333333,105,9596,208,38,-19,583,178,152
0,5.91666666666666,62.0833333333333,45,4139,28,55,-3,2204,779,563
0,46.0833333333333,49.75,75,11941,224,-9,-78,348,106,81
0,23.9166666666667,62.25,27,8580,124,-40,-82,588,213,111
0,17.25,27.4166666666667,178,6254,138,251,92,20,10,7
0,35.75,57.0833333333333,41,9723,164,-76,-85,610,233,98
0,10.9166666666667,55.5833333333333,82,5896,154,26,9,578,176,110
0,31.4166666666667,48.4166666666667,79,9312,181,81,-39,525,187,119
0,8.41666666666666,34.0833333333333,207,7472,161,303,112,113,39,33
0,26.5833333333333,24.25,211,6531,135,172,120,2,1,1
0,41.4166666666667,27.4166666666667,200,7399,113,286,99,164,79,48
0,-8.75,39.9166666666667,154,3730,114,200,106,874,359,355
0,-5.91666666666669,34.9166666666667,183,4917,120,244,120,705,354,354
0,19.4166666666667,69.5833333333333,-11,6553,-49,16,-87,786,235,218
0,11.25,63.9166666666667,47,6112,53,35,-29,1057,337,269
0,40.25,53.25,52,10793,185,-24,-88,553,193,109
0,-12.0833333333333,27.25,196,3169,185,216,153,46,29,22
0,40.4166666666667,57.0833333333333,42,10384,172,-81,-94,614,218,111
0,-0.916666666666686,40.9166666666667,100,6052,121,26,26,483,174,82
0,7.08333333333331,21.25,264,5795,327,196,180,17,13,0
0,4.58333333333331,25.9166666666667,228,7544,140,304,127,28,11,10
0,-0.583333333333343,24.75,277,7759,368,195,175,8,5,0
0,40.0833333333333,64.25,9,9936,77,-109,-120,563,190,103
0,15.0833333333333,44.75,67,6545,34,151,-17,1337,444,340
0,6.58333333333331,47.5833333333333,94,6319,21,54,11,1004,275,258
0,45.25,39.9166666666667,49,7977,80,-56,-56,468,195,70
0,45.25,36.75,110,9358,34,225,-13,516,248,196
0,-2.58333333333334,30.5833333333333,223,8379,166,307,117,72,29,23
0,28.5833333333333,39.0833333333333,113,6630,29,195,29,790,370,370
0,-0.25,20.0833333333333,289,5649,343,260,210,56,48,1
0,-7.25,53.0833333333333,90,3785,71,59,44,855,252,232
0,5.91666666666666,45.9166666666667,97,6509,103,56,12,979,261,236
0,49.5833333333333,40.4166666666667,146,8094,177,245,43,305,100,69
0,49.9166666666667,63.25,-5,11296,141,-78,-154,594,201,110
0,43.75,29.5833333333333,229,8385,130,325,114,113,54,49
0,4.41666666666666,21.0833333333333,262,5828,318,193,179,32,30,0
0,43.5833333333333,34.25,221,9040,103,334,103,154,78,78
0,41.5833333333333,32.0833333333333,207,8617,109,313,94,76,39,39
0,12.0833333333333,60.5833333333333,40,7906,129,-52,-61,675,240,116
0,41.75,37.0833333333333,190,9140,76,308,76,527,256,256
0,-5.75,26.4166666666667,260,7969,322,292,157,11,6,2
0,29.5833333333333,22.5833333333333,251,6307,177,177,162,0,0,0
0,27.25,21.9166666666667,244,6122,312,173,157,2,2,0
0,13.5833333333333,63.75,19,7252,104,7,-73,820,265,188
0,-5.75,57.75,79,3760,60,93,34,1347,455,394
0,-1.41666666666669,34.25,139,6376,72,224,64,421,149,140
0,34.25,45.75,111,8092,196,46,12,428,133,109
0,32.9166666666667,66.0833333333333,-3,9432,109,-77,-123,553,193,97
0,26.0833333333333,67.5833333333333,-14,10114,120,-90,-143,501,184,91
0,45.75,63.75,-4,10395,131,-125,-140,583,206,99
0,29.9166666666667,66.4166666666667,-9,9421,117,-82,-127,570,207,104
0,6.41666666666666,35.0833333333333,129,6847,88,220,44,366,114,100
0,14.25,46.0833333333333,89,6921,96,10,-1,1281,383,252
0,8.75,42.0833333333333,141,5066,120,206,81,697,278,230
0,46.5833333333333,22.25,263,6950,224,346,169,62,47,17
0,10.0833333333333,45.75,105,7061,159,28,12,909,285,151
0,37.0833333333333,26.5833333333333,206,5162,147,266,136,55,30,21
0,-3.91666666666669,36.9166666666667,134,6129,70,217,61,586,230,223
0,39.25,54.25,48,10616,180,-81,-89,563,202,103
0,6.58333333333331,30.0833333333333,231,8452,131,338,121,30,14,12
0,47.25,22.5833333333333,262,6873,222,344,169,65,47,19
0,21.4166666666667,68.25,-22,9437,104,-91,-140,465,183,88
0,10.5833333333333,57.25,77,5959,126,22,2,612,202,109
0,32.0833333333333,48.0833333333333,83,9464,186,-31,-37,496,174,113
0,11.5833333333333,31.9166666666667,197,6547,120,279,109,134,72,64
0,19.25,20.5833333333333,232,5691,293,169,152,7,7,0
0,42.25,60.25,18,10230,149,-102,-117,629,224,114
0,48.4166666666667,55.75,37,11506,180,-99,-114,545,200,95
0,4.75,29.0833333333333,232,8348,135,338,124,25,14,11
0,49.75,24.4166666666667,265,6687,220,344,174,68,43,30
0,43.4166666666667,44.9166666666667,95,9713,199,-20,-29,438,173,66
0,36.25,27.25,228,5177,170,289,157,25,16,10
0,21.75,67.0833333333333,-9,9877,106,-83,-134,468,177,85
0,38.9166666666667,52.4166666666667,58,10505,187,-70,-79,570,209,108
0,40.75,56.4166666666667,45,10502,176,-80,-92,610,215,111
0,-7.41666666666669,26.9166666666667,247,7482,253,269,152,20,11,6
0,17.5833333333333,25.25,224,6408,228,151,134,1,1,0
0,23.9166666666667,24.25,232,6431,157,157,143,0,0,0
0,47.25,22.9166666666667,258,6931,217,340,163,74,51,21
0,22.75,37.75,159,6116,100,239,85,654,306,286
0,46.4166666666667,43.9166666666667,114,9749,218,-2,-11,344,124,58
0,12.25,31.5833333333333,187,6711,110,272,97,140,69,64
0,-9.75,28.4166666666667,208,4971,152,252,141,74,42,32
0,29.5833333333333,21.5833333333333,253,6184,321,180,165,2,2,0
0,19.9166666666667,26.9166666666667,215,6090,178,276,131,4,2,2
0,10.4166666666667,55.9166666666667,80,5920,151,28,8,582,178,112
0,21.9166666666667,27.4166666666667,224,6335,184,150,138,2,1,0
0,46.9166666666667,51.25,65,12111,215,-20,-91,439,127,109
0,36.5833333333333,32.4166666666667,159,6425,72,233,72,246,152,152
0,16.75,49.25,79,7187,168,-3,-17,582,234,89
0,26.25,60.9166666666667,41,8682,138,-27,-70,634,218,126
0,6.08333333333331,28.5833333333333,236,8201,139,318,127,22,13,11
0,44.75,24.0833333333333,237,7232,242,323,139,138,85,39
0,24.75,41.5833333333333,75,6773,6,129,-11,684,206,190
0,-7.08333333333334,43.0833333333333,110,4656,58,171,54,994,360,331
0,47.0833333333333,26.25,245,7661,195,336,142,142,73,54
0,34.9166666666667,69.0833333333333,-8,7838,97,-73,-104,490,172,96
0,49.0833333333333,33.75,111,8621,8,220,0,328,154,149
0,-0.25,48.4166666666667,99,5010,44,163,35,769,236,220
0,40.4166666666667,63.5833333333333,10,10049,125,-63,-120,592,198,109
0,27.4166666666667,29.25,212,5540,151,240,135,15,10,10
0,43.25,20.75,257,5960,263,253,179,98,75,13
0,43.9166666666667,54.5833333333333,44,11081,183,-35,-99,554,189,113
0,-5.58333333333334,55.75,81,4003,41,99,33,1675,553,499
0,-2.41666666666669,38.9166666666667,126,6573,107,215,48,475,162,120
0,27.25,59.25,47,8679,143,-58,-64,612,217,104
0,8.91666666666666,21.4166666666667,253,6040,319,184,167,13,9,0
0,45.0833333333333,38.4166666666667,102,8981,88,212,-17,328,153,76
0,20.9166666666667,55.25,73,7410,88,11,-21,735,254,146
0,27.4166666666667,45.0833333333333,110,8341,196,11,-2,490,177,92
0,12.5833333333333,37.9166666666667,176,4929,159,238,118,492,221,153
0,12.75,24.75,233,7015,154,306,133,9,3,3
0,-11.5833333333333,23.9166666666667,255,5509,309,239,185,36,21,7
0,38.75,31.5833333333333,190,8028,98,287,84,125,65,53
0,-8.91666666666669,27.4166666666667,223,6575,232,279,138,39,20,14
0,-4.75,32.75,148,6450,131,236,70,287,98,70
0,39.25,35.0833333333333,186,8365,90,292,78,156,76,72
0,34.0833333333333,21.4166666666667,247,5014,302,183,179,12,7,0
0,-3.41666666666669,54.9166666666667,87,4342,63,107,33,980,306,261
0,29.9166666666667,68.75,-2,7651,100,-65,-96,487,187,94
0,45.9166666666667,56.0833333333333,39,11147,179,-93,-105,554,202,90
0,25.0833333333333,63.25,22,8830,122,-47,-90,572,209,108
0,23.0833333333333,60.5833333333333,45,8010,136,-21,-55,624,214,130
0,12.5833333333333,28.25,222,7052,179,305,123,13,6,4
0,18.4166666666667,29.9166666666667,191,5060,121,247,121,77,46,46
0,44.9166666666667,30.0833333333333,234,8651,116,334,116,104,57,57
0,21.4166666666667,56.4166666666667,66,7312,80,3,-27,719,248,144
0,-4.91666666666669,26.25,259,8147,264,295,153,12,7,2
0,29.5833333333333,58.9166666666667,45,8996,144,-64,-70,665,237,118
0,31.0833333333333,26.75,222,6008,191,150,139,2,2,1
0,48.0833333333333,39.25,125,7993,93,227,24,484,162,131
0,5.91666666666666,61.0833333333333,34,4747,12,50,-22,2627,930,773
0,26.75,39.75,127,6534,62,208,47,757,351,348
0,18.75,23.5833333333333,227,6313,298,156,139,1,1,0
0,-11.4166666666667,25.4166666666667,227,5312,246,207,162,39,21,12
0,26.9166666666667,67.25,-10,9948,122,-85,-137,519,189,97
0,0.416666666666657,34.0833333333333,154,7333,135,253,66,249,79,65
0,29.9166666666667,58.75,45,9043,145,-65,-71,645,232,113
0,36.9166666666667,20.5833333333333,249,3931,235,260,201,44,30,3
0,-5.58333333333334,27.0833333333333,258,8052,262,291,154,12,7,2
0,34.75,22.9166666666667,245,4761,260,184,180,12,8,1
0,36.4166666666667,57.5833333333333,38,9789,162,-79,-89,588,225,90
0,19.75,67.4166666666667,-19,9276,104,-85,-136,483,202,83
0,28.25,20.4166666666667,249,5858,307,181,166,8,8,0
0,20.9166666666667,56.4166666666667,68,7155,84,5,-22,700,244,143
0,23.0833333333333,50.75,74,7902,169,-22,-34,559,226,81
0,42.4166666666667,23.0833333333333,255,6442,258,332,168,101,63,22
0,11.4166666666667,45.4166666666667,131,7353,170,34,34,884,249,183
0,44.75,25.75,243,7663,244,333,138,192,100,68
0,39.25,44.25,114,6923,46,99,28,1108,346,333
0,22.75,29.4166666666667,219,6080,136,254,136,7,5,5
0,16.4166666666667,51.9166666666667,83,7623,176,-7,-22,542,203,94
0,43.25,59.4166666666667,20,10376,152,-101,-116,638,225,115
0,-2.58333333333334,36.75,177,4842,129,239,119,245,94,89
0,30.9166666666667,38.4166666666667,101,7128,9,189,9,537,190,190
0,-1.41666666666669,46.75,117,4924,63,180,54,798,264,238
0,29.25,40.4166666666667,128,6252,67,208,50,741,282,279
0,39.5833333333333,39.0833333333333,113,9386,14,230,-10,694,261,256
0,6.58333333333331,24.9166666666667,229,6946,279,187,133,25,7,6
0,17.4166666666667,44.0833333333333,91,7039,48,12,-2,961,307,235
0,47.9166666666667,67.0833333333333,-17,9502,55,-92,-138,451,174,76
0,26.4166666666667,67.4166666666667,-13,10057,120,-88,-141,517,187,97
0,8.25,54.9166666666667,87,5760,104,33,15,819,272,157
0,25.5833333333333,48.75,80,8189,167,-18,-29,656,276,101
0,15.9166666666667,64.5833333333333,11,8143,104,-48,-93,607,219,128
0,25.4166666666667,66.25,6,9611,116,-70,-117,511,183,98
0,-4.75,58.0833333333333,70,4055,30,83,22,1120,362,323
0,46.4166666666667,54.75,39,11473,182,-99,-109,532,193,88
0,28.5833333333333,51.5833333333333,70,8898,180,-38,-47,635,248,114
0,25.9166666666667,44.9166666666667,101,8370,188,4,-12,600,231,106
0,1.25,27.0833333333333,256,8258,158,297,148,10,7,5
0,-1.91666666666669,27.5833333333333,253,8630,259,297,141,13,8,2
0,23.9166666666667,21.75,237,5790,301,171,156,1,1,0
0,24.75,28.75,218,6457,145,174,131,2,2,2
0,17.9166666666667,49.9166666666667,79,7052,166,-3,-15,687,278,101
0,34.0833333333333,36.25,192,6115,113,269,113,606,345,345
0,33.9166666666667,68.5833333333333,-9,8343,102,-76,-113,517,188,93
0,32.25,59.5833333333333,38,9262,141,-75,-82,659,229,121
0,9.91666666666666,35.25,184,6129,200,262,108,234,80,71
0,49.0833333333333,55.5833333333333,38,11623,183,-99,-114,538,197,98
0,-8.25,23.25,274,6733,330,267,185,18,13,2
0,-1.91666666666669,49.5833333333333,113,4253,72,166,61,895,322,288
0,-1.91666666666669,39.9166666666667,112,6457,95,198,35,521,172,118
0,27.0833333333333,41.0833333333333,135,6736,67,217,50,651,255,239
0,-3.41666666666669,40.9166666666667,114,6427,73,199,37,484,153,128
0,49.75,23.0833333333333,273,6448,232,349,185,56,38,24
0,16.9166666666667,51.9166666666667,83,7406,175,-4,-17,531,202,90
0,25.25,60.9166666666667,40,8472,135,-28,-67,647,224,131
0,-9.41666666666669,20.25,281,5630,342,249,203,48,37,3
0,20.5833333333333,43.4166666666667,93,7130,163,13,-3,864,258,191
0,35.5833333333333,32.75,218,5918,140,287,140,396,258,258
0,14.5833333333333,21.4166666666667,252,6408,322,181,161,10,9,0
0,-4.08333333333334,22.4166666666667,288,7283,370,208,189,13,10,0
0,36.0833333333333,49.5833333333333,74,9847,181,5,-54,542,172,126
0,40.5833333333333,57.4166666666667,42,10391,173,-80,-94,612,216,113
0,-7.41666666666669,52.4166666666667,94,3714,57,105,50,1007,307,296
0,28.0833333333333,45.5833333333333,109,8554,198,8,-5,470,166,93
0,43.0833333333333,63.0833333333333,7,10016,137,-111,-124,572,207,97
0,47.0833333333333,56.0833333333333,34,11322,176,-100,-113,560,209,89
0,7.41666666666666,62.25,19,5150,-9,39,-43,1241,413,373
0,7.58333333333331,21.25,263,5844,327,196,180,16,12,0
0,34.5833333333333,24.25,233,4846,213,279,166,12,6,2
0,40.4166666666667,60.25,17,10256,149,-104,-117,622,221,111
0,39.4166666666667,36.25,179,8533,83,283,70,267,132,132
0,38.0833333333333,36.25,179,8157,73,283,73,241,130,130
0,20.75,24.0833333333333,227,6274,156,156,140,0,0,0
0,-0.25,23.25,282,7174,363,241,186,15,13,1
0,49.75,32.9166666666667,100,8403,1,207,-9,286,146,141
0,43.75,49.0833333333333,75,11392,219,-7,-70,391,118,96
0,19.75,22.4166666666667,229,6061,296,162,145,1,1,0
0,15.25,27.75,215,6728,175,294,121,14,6,4
0,42.9166666666667,51.5833333333333,60,11250,199,-19,-86,502,156,115
0,15.4166666666667,24.4166666666667,231,6764,238,155,135,2,1,0
0,-7.91666666666669,39.75,149,5220,86,219,86,974,399,399
0,44.4166666666667,38.75,38,8822,20,149,-77,437,176,95
0,10.25,32.75,192,6975,112,278,101,127,59,47
0,47.0833333333333,36.75,68,8786,51,175,-49,382,184,127
0,23.9166666666667,58.25,57,8071,69,-43,-43,623,213,119
0,6.25,61.9166666666667,48,4436,28,62,-4,2014,723,613
0,49.9166666666667,38.9166666666667,150,7395,171,222,58,632,290,158
0,23.4166666666667,49.25,66,7522,144,-24,-35,767,291,136
0,47.0833333333333,32.25,236,8815,119,343,119,205,115,115
0,22.0833333333333,48.9166666666667,72,7783,167,-22,-34,764,279,150
0,-0.0833333333333428,33.4166666666667,159,7603,162,263,68,242,80,59
0,-1.25,46.75,117,4992,62,180,53,783,258,232
0,29.0833333333333,63.4166666666667,19,9552,127,-54,-103,608,216,114
0,35.5833333333333,49.25,78,9748,185,10,-47,541,170,129
0,-12.5833333333333,20.0833333333333,270,5078,327,264,201,78,57,6
0,-0.583333333333343,45.25,126,5201,67,192,59,899,289,262
0,1.91666666666666,23.9166666666667,271,7112,351,270,175,21,14,4
